CA
Present Files
20190614,ORDER,06-14-2019 10:40:06,20564
20190614,CANCEL_ORD,06-15-2019 02:00:04,10
20190614,INVOICE,06-14-2019 10:39:50,1
BR
Present Files
20190614,ORDER,06-13-2019 10:15:03,11
20190614,CANCEL_ORD,06-13-2019 10:15:04,4
20190614,INVOICE,06-13-2019 10:15:05,45
MX
Present Files
20190614,ORDER,,,False
20190614,CANCEL_ORD,,,False
20190614,INVOICE,,,False
CH
Present Files
20190614,ORDER,,,False
20190614,CANCEL_ORD,,,False
20190614,INVOICE,,,False
