CA
Present Files
20191111,ORDER,11-11-2019 03:00:16,18767
20191111,CANCEL_ORD,11-11-2019 03:00:00,1
20191111,INVOICE,11-11-2019 03:00:01,1
BR
Present Files
20191111,ORDER,11-10-2019 11:00:03,1
20191111,CANCEL_ORD,11-10-2019 11:00:05,1
20191111,INVOICE,11-10-2019 11:00:06,1
MX
Present Files
20191111,ORDER,,,False
20191111,CANCEL_ORD,,,False
20191111,INVOICE,,,False
CH
Present Files
20191111,ORDER,,,False
20191111,CANCEL_ORD,11-10-2019 01:00:02,5277
20191111,INVOICE,,,False
