CA
Present Files
20191120,ORDER,11-20-2019 03:00:15,18547
20191120,CANCEL_ORD,11-20-2019 03:00:00,2
20191120,INVOICE,11-20-2019 03:00:01,131
BR
Present Files
20191120,ORDER,11-19-2019 11:00:02,1
20191120,CANCEL_ORD,11-19-2019 11:00:03,7
20191120,INVOICE,11-19-2019 11:00:03,31
MX
Present Files
20191120,ORDER,11-20-2019 11:00:04,878
20191120,CANCEL_ORD,11-20-2019 11:00:05,5
20191120,INVOICE,11-20-2019 11:00:05,108
CH
Present Files
20191120,ORDER,,,False
20191120,CANCEL_ORD,11-19-2019 01:00:02,5288
20191120,INVOICE,11-19-2019 01:00:02,233
