CA
Present Files
20210719,ORDER,,,False
20210719,CANCEL_ORD,,,False
20210719,INVOICE,,,False
BR
Present Files
20210719,ORDER,07-18-2021 11:15:03,1
20210719,CANCEL_ORD,07-18-2021 11:15:04,1
20210719,INVOICE,07-18-2021 11:15:05,1
MX
Present Files
20210719,ORDER,07-19-2021 11:00:05,3173
20210719,CANCEL_ORD,07-19-2021 11:00:06,2
20210719,INVOICE,07-19-2021 11:00:07,19
CC
Present Files
20210719,ORDER,,,False
20210719,CANCEL_ORD,,,False
20210719,INVOICE,,,False
