CA
Present Files
20191226,ORDER,12-26-2019 03:00:16,18117
20191226,CANCEL_ORD,12-26-2019 03:00:02,1
20191226,INVOICE,12-26-2019 03:00:02,1
BR
Present Files
20191226,ORDER,12-25-2019 11:00:06,1
20191226,CANCEL_ORD,12-25-2019 11:00:06,1
20191226,INVOICE,12-25-2019 11:00:07,1
MX
Present Files
20191226,ORDER,12-26-2019 11:00:04,642
20191226,CANCEL_ORD,12-26-2019 11:00:04,5
20191226,INVOICE,12-26-2019 11:00:05,98
CH
Present Files
20191226,ORDER,,,False
20191226,CANCEL_ORD,12-25-2019 01:00:05,5342
20191226,INVOICE,12-25-2019 01:00:05,31
