CA
Present Files
20200221,ORDER,02-21-2020 03:00:16,17829
20200221,CANCEL_ORD,02-21-2020 03:00:01,3
20200221,INVOICE,02-21-2020 03:00:01,261
BR
Present Files
20200221,ORDER,02-20-2020 11:00:04,1
20200221,CANCEL_ORD,02-20-2020 11:00:05,3
20200221,INVOICE,02-20-2020 11:00:06,168
MX
Present Files
20200221,ORDER,02-21-2020 11:00:37,1016
20200221,CANCEL_ORD,02-21-2020 11:00:36,6
20200221,INVOICE,02-21-2020 11:00:38,199
CH
Present Files
20200221,ORDER,,,False
20200221,CANCEL_ORD,02-20-2020 01:00:02,5390
20200221,INVOICE,02-20-2020 01:00:02,3
