CA
Present Files
20190510,ORDER,05-10-2019 11:40:03,20781
20190510,CANCEL_ORD,05-11-2019 03:00:01,2
20190510,INVOICE,05-10-2019 11:39:47,1
BR
Present Files
20190510,ORDER,05-09-2019 11:15:02,18
20190510,CANCEL_ORD,05-09-2019 11:15:02,2
20190510,INVOICE,05-09-2019 11:15:03,50
MX
Present Files
20190510,ORDER,05-10-2019 11:00:03,931
20190510,CANCEL_ORD,05-10-2019 11:00:04,5
20190510,INVOICE,05-10-2019 11:00:05,63
CH
Present Files
20190510,ORDER,05-09-2019 01:30:03,1585
20190510,CANCEL_ORD,05-09-2019 01:30:04,8328
20190510,INVOICE,05-09-2019 01:30:05,2
