CA
Present Files
20210516,ORDER,05-16-2021 07:01:40,18323
20210516,CANCEL_ORD,05-16-2021 07:01:34,1
20210516,INVOICE,05-16-2021 07:01:34,1
BR
Present Files
20210516,ORDER,,,False
20210516,CANCEL_ORD,,,False
20210516,INVOICE,,,False
MX
Present Files
20210516,ORDER,05-16-2021 11:00:07,2212
20210516,CANCEL_ORD,05-16-2021 11:00:08,1
20210516,INVOICE,05-16-2021 11:00:09,1
CC
Present Files
20210516,ORDER,,,False
20210516,CANCEL_ORD,,,False
20210516,INVOICE,,,False
