CA
Present Files
20190521,ORDER,05-21-2019 11:40:06,20604
20190521,CANCEL_ORD,05-22-2019 03:00:01,1
20190521,INVOICE,05-21-2019 11:39:46,1
BR
Present Files
20190521,ORDER,05-20-2019 11:15:01,239
20190521,CANCEL_ORD,05-20-2019 11:15:02,191
20190521,INVOICE,05-20-2019 11:15:03,22
MX
Present Files
20190521,ORDER,05-21-2019 11:00:02,671
20190521,CANCEL_ORD,05-21-2019 11:00:02,9
20190521,INVOICE,05-21-2019 11:00:03,110
CH
Present Files
20190521,ORDER,05-20-2019 01:30:01,1634
20190521,CANCEL_ORD,05-20-2019 01:30:02,8366
20190521,INVOICE,05-20-2019 01:30:03,90
