CA
Present Files
20190805,ORDER,08-05-2019 03:00:28,20203
20190805,CANCEL_ORD,08-05-2019 03:00:01,1
20190805,INVOICE,08-05-2019 03:00:01,1
BR
Present Files
20190805,ORDER,,,False
20190805,CANCEL_ORD,,,False
20190805,INVOICE,,,False
MX
Present Files
20190805,ORDER,08-05-2019 11:00:03,602
20190805,CANCEL_ORD,08-05-2019 11:00:04,2
20190805,INVOICE,08-05-2019 11:00:05,36
CH
Present Files
20190805,ORDER,,,False
20190805,CANCEL_ORD,08-05-2019 01:00:02,4994
20190805,INVOICE,,,False
