CA
Present Files
20190528,ORDER,,,False
20190528,CANCEL_ORD,05-29-2019 03:00:05,1
20190528,INVOICE,,,False
BR
Present Files
20190528,ORDER,05-27-2019 11:15:03,3
20190528,CANCEL_ORD,05-27-2019 11:15:04,1
20190528,INVOICE,05-27-2019 11:15:05,1
MX
Present Files
20190528,ORDER,05-28-2019 11:00:02,732
20190528,CANCEL_ORD,05-28-2019 11:00:03,11
20190528,INVOICE,05-28-2019 11:00:04,171
CH
Present Files
20190528,ORDER,,,False
20190528,CANCEL_ORD,,,False
20190528,INVOICE,,,False
