CA
Present Files
20200318,ORDER,03-18-2020 03:00:17,17633
20200318,CANCEL_ORD,03-18-2020 03:00:01,3
20200318,INVOICE,03-18-2020 03:00:01,158
BR
Present Files
20200318,ORDER,03-17-2020 11:15:03,1
20200318,CANCEL_ORD,03-17-2020 11:15:04,1
20200318,INVOICE,03-17-2020 11:15:04,37
MX
Present Files
20200318,ORDER,03-18-2020 11:15:06,1402
20200318,CANCEL_ORD,03-18-2020 11:15:05,2
20200318,INVOICE,03-18-2020 11:15:07,104
CH
Present Files
20200318,ORDER,,,False
20200318,CANCEL_ORD,03-17-2020 01:00:04,5432
20200318,INVOICE,03-17-2020 01:00:05,44
