CA
Present Files
20191104,ORDER,11-04-2019 03:00:19,18772
20191104,CANCEL_ORD,11-04-2019 03:00:00,1
20191104,INVOICE,11-04-2019 03:00:00,1
BR
Present Files
20191104,ORDER,,,False
20191104,CANCEL_ORD,,,False
20191104,INVOICE,,,False
MX
Present Files
20191104,ORDER,11-04-2019 11:00:10,886
20191104,CANCEL_ORD,11-04-2019 11:00:11,4
20191104,INVOICE,11-04-2019 11:00:11,70
CH
Present Files
20191104,ORDER,,,False
20191104,CANCEL_ORD,11-04-2019 11:00:04,5266
20191104,INVOICE,,,False
