CA
Present Files
20210215,ORDER,,,False
20210215,CANCEL_ORD,,,False
20210215,INVOICE,,,False
BR
Present Files
20210215,ORDER,02-14-2021 11:00:03,1
20210215,CANCEL_ORD,02-14-2021 11:00:04,1
20210215,INVOICE,02-14-2021 11:00:05,1
MX
Present Files
20210215,ORDER,02-15-2021 11:00:04,1622
20210215,CANCEL_ORD,02-15-2021 11:00:05,5
20210215,INVOICE,02-15-2021 11:00:06,60
CH
Present Files
20210215,ORDER,,,False
20210215,CANCEL_ORD,,,False
20210215,INVOICE,,,False
