CA
Present Files
20190523,ORDER,05-23-2019 11:40:05,20647
20190523,CANCEL_ORD,05-24-2019 03:00:00,1
20190523,INVOICE,05-23-2019 11:39:47,1
BR
Present Files
20190523,ORDER,05-22-2019 11:15:02,34
20190523,CANCEL_ORD,05-22-2019 11:15:03,3
20190523,INVOICE,05-22-2019 11:15:04,82
MX
Present Files
20190523,ORDER,05-23-2019 11:00:03,734
20190523,CANCEL_ORD,05-23-2019 11:00:01,14
20190523,INVOICE,05-23-2019 11:00:03,109
CH
Present Files
20190523,ORDER,05-22-2019 01:30:03,1555
20190523,CANCEL_ORD,05-22-2019 01:30:04,8380
20190523,INVOICE,05-22-2019 01:30:05,181
