CA
Present Files
20210212,ORDER,,,False
20210212,CANCEL_ORD,,,False
20210212,INVOICE,,,False
BR
Present Files
20210212,ORDER,02-11-2021 11:00:02,38
20210212,CANCEL_ORD,02-11-2021 11:00:03,1
20210212,INVOICE,02-11-2021 11:00:03,50
MX
Present Files
20210212,ORDER,02-12-2021 11:00:02,1539
20210212,CANCEL_ORD,02-12-2021 11:00:03,24
20210212,INVOICE,02-12-2021 11:00:03,10
CH
Present Files
20210212,ORDER,,,False
20210212,CANCEL_ORD,,,False
20210212,INVOICE,,,False
