CA
Present Files
20201002,ORDER,10-02-2020 03:00:07,16514
20201002,CANCEL_ORD,10-02-2020 12:11:11,1
20201002,INVOICE,10-02-2020 03:00:00,95
BR
Present Files
20201002,ORDER,10-01-2020 11:15:02,48
20201002,CANCEL_ORD,10-01-2020 11:15:03,1
20201002,INVOICE,10-01-2020 11:15:03,1
MX
Present Files
20201002,ORDER,,,False
20201002,CANCEL_ORD,,,False
20201002,INVOICE,,,False
CH
Present Files
20201002,ORDER,,,False
20201002,CANCEL_ORD,,,False
20201002,INVOICE,,,False
