CA
Present Files
20190506,ORDER,05-06-2019 12:39:05,20805
20190506,CANCEL_ORD,05-06-2019 03:00:00,1
20190506,INVOICE,05-06-2019 12:38:48,1
BR
Present Files
20190506,ORDER,05-05-2019 11:15:04,1
20190506,CANCEL_ORD,05-05-2019 11:15:05,1
20190506,INVOICE,05-05-2019 11:15:05,1
MX
Present Files
20190506,ORDER,05-06-2019 11:00:04,981
20190506,CANCEL_ORD,05-06-2019 11:00:04,8
20190506,INVOICE,05-06-2019 11:00:05,184
CH
Present Files
20190506,ORDER,05-05-2019 01:30:02,1491
20190506,CANCEL_ORD,05-05-2019 01:30:03,8320
20190506,INVOICE,05-05-2019 01:30:04,67
