CA
Present Files
20190504,ORDER,05-04-2019 12:38:51,20805
20190504,CANCEL_ORD,05-04-2019 02:59:43,4
20190504,INVOICE,05-04-2019 12:38:35,159
BR
Present Files
20190504,ORDER,05-03-2019 11:14:52,398
20190504,CANCEL_ORD,05-03-2019 11:14:53,224
20190504,INVOICE,05-03-2019 11:14:53,63
MX
Present Files
20190504,ORDER,05-04-2019 11:00:03,1099
20190504,CANCEL_ORD,05-04-2019 11:00:04,1
20190504,INVOICE,05-04-2019 11:00:04,1
CH
Present Files
20190504,ORDER,05-03-2019 01:30:04,1468
20190504,CANCEL_ORD,05-03-2019 01:30:05,8311
20190504,INVOICE,,,False
