CA
Present Files
20191110,ORDER,11-10-2019 03:00:22,18767
20191110,CANCEL_ORD,11-10-2019 03:00:01,1
20191110,INVOICE,11-10-2019 03:00:02,26
BR
Present Files
20191110,ORDER,11-09-2019 11:00:03,1
20191110,CANCEL_ORD,11-09-2019 11:00:04,1
20191110,INVOICE,11-09-2019 11:00:05,1
MX
Present Files
20191110,ORDER,,,False
20191110,CANCEL_ORD,,,False
20191110,INVOICE,,,False
CH
Present Files
20191110,ORDER,,,False
20191110,CANCEL_ORD,11-09-2019 01:00:02,5277
20191110,INVOICE,,,False
