CA
Present Files
20210417,ORDER,04-17-2021 07:00:48,18185
20210417,CANCEL_ORD,04-17-2021 07:00:43,1
20210417,INVOICE,04-17-2021 07:00:43,214
BR
Present Files
20210417,ORDER,,,False
20210417,CANCEL_ORD,,,False
20210417,INVOICE,,,False
MX
Present Files
20210417,ORDER,04-17-2021 11:00:03,2070
20210417,CANCEL_ORD,04-17-2021 11:00:05,1
20210417,INVOICE,04-17-2021 11:00:06,1
CH
Present Files
20210417,ORDER,,,False
20210417,CANCEL_ORD,,,False
20210417,INVOICE,,,False
