CA
Present Files
20210507,ORDER,05-07-2021 07:01:06,18395
20210507,CANCEL_ORD,05-07-2021 07:00:53,3
20210507,INVOICE,05-07-2021 07:00:53,324
BR
Present Files
20210507,ORDER,,,False
20210507,CANCEL_ORD,,,False
20210507,INVOICE,,,False
MX
Present Files
20210507,ORDER,05-07-2021 11:00:12,2563
20210507,CANCEL_ORD,05-07-2021 11:00:16,7
20210507,INVOICE,05-07-2021 11:00:20,46
CC
Present Files
20210507,ORDER,,,False
20210507,CANCEL_ORD,,,False
20210507,INVOICE,,,False
