CA
Present Files
20200317,ORDER,03-17-2020 03:00:18,17553
20200317,CANCEL_ORD,03-17-2020 03:00:00,1
20200317,INVOICE,03-17-2020 03:00:01,125
BR
Present Files
20200317,ORDER,03-16-2020 11:15:05,1
20200317,CANCEL_ORD,03-16-2020 11:15:06,1
20200317,INVOICE,03-16-2020 11:15:06,30
MX
Present Files
20200317,ORDER,03-17-2020 11:15:05,1415
20200317,CANCEL_ORD,03-17-2020 11:15:06,4
20200317,INVOICE,03-17-2020 11:15:07,132
CH
Present Files
20200317,ORDER,,,False
20200317,CANCEL_ORD,03-16-2020 01:00:03,5431
20200317,INVOICE,03-16-2020 01:00:05,411
