CA
Present Files
20200602,ORDER,06-02-2020 03:00:16,16734
20200602,CANCEL_ORD,06-02-2020 03:00:00,1
20200602,INVOICE,06-02-2020 03:00:01,180
BR
Present Files
20200602,ORDER,,,False
20200602,CANCEL_ORD,,,False
20200602,INVOICE,,,False
MX
Present Files
20200602,ORDER,06-02-2020 11:00:05,1086
20200602,CANCEL_ORD,06-02-2020 11:00:06,2
20200602,INVOICE,06-02-2020 11:00:07,144
CH
Present Files
20200602,ORDER,,,False
20200602,CANCEL_ORD,,,False
20200602,INVOICE,,,False
